filename,cmpnd,org,log_slope
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Paenibacillus polysaccharolyticus,1.4766493091196529
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Sediminihabitans luteus,1.1675245748458785
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Silanimonas lenta,1.6390663050091505
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Thermomonas haemolytica,1.9897916224069425
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,Xanthomonas translucens,1.829308758432663
output//2019-11-08/2019-11-08_heptynoate_biorep2_all_data_calculated_slopes.csv,heptynoate,XC,1.9884753581886128
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Actinoplanes atraurantiacus,1.555192959716579
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Agreia bicolorata,1.5092867264551797
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Arenimonas oryziterrae,1.6246877463843572
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Arthrobacter globiformis,2.0006119885984153
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Bacteriovorax sp. BAL6 X,1.4981225773549725
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Cellulomonas cellasea,1.3313564096032935
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Chromatocurvus halotolerans,1.825054638330165
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Clostridium combesii,1.6010452064674703
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Dermabacter hominis,2.1173266686165033
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Geodermatophilus obscurus,1.70372744299598
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Granulosicoccus antarcticus,2.2650457374424837
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Humibacillus sp. DSM 29435,1.4160370136553513
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Intrasporangiaceae bacterium URHB0013,1.8677816884438112
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Kineosphaera limosa,1.4583269083366823
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Kytococcus sedentarius,2.822970253980305
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Luteimonas tolerans,1.8817575199230476
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Micromonospora peucetia,1.7581157211308631
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Mobilicoccus massiliensis,2.183282372552709
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Mycolicibacterium obuense,1.5351286539182243
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Paenibacillus polysaccharolyticus,1.344582548842854
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Pseudoxanthomonas,1.7832902119927856
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Psychromonas aquimarina,1.6629152333993507
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Rothia mucilaginosa,1.2487264087639462
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Sanguibacter keddieii,1.7412672554657118
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Silanimonas lenta,1.8336291851117592
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Thermomonas haemolytica,2.146055361104278
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Virgibacillus salinus,1.1518658570032392
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,Xanthomonas translucens,2.2931268617261584
output//2019-11-15/2019-11-15_azido_all_data_calculated_slopes.csv,azido,XC,2.154990255758316
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Kytococcus sedentarius,3.068916358027095
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Kocuria flava,2.7174965588007787
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Nesterenkonia alba,2.682531601672677
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Frankiales bacterium YIM 75000,2.646712216331604
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Thermomonas haemolytica,2.646311409250502
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Leifsonia sp. Leaf325,2.6366203731083773
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Kocuria varians,2.630924626133496
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Okibacterium fritillariae,2.6046359326195336
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Subtercola sp. Z020,2.5844903422650534
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Xanthomonas translucens,2.5786723568281764
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Chromatocurvus halotolerans,2.5621007823774606
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Streptomyces ambofaciens,2.55710686712328
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Granulosicoccus antarcticus,2.540289156561149
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Arenimonas oryziterrae,2.5239115368867306
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Sediminihabitans luteus,2.501664515742554
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Micromonospora peucetia,2.4812172888331294
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Clavibacter michiganensis,2.4689049115460198
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Wenzhouxiangella sediminis,2.445733740659656
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Kineosphaera limosa,2.444203747507975
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Pseudoxanthomonas,2.4427965029448004
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Humibacillus sp. DSM 29435,2.4422836449834775
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Psychromonas aquimarina,2.4408701547791654
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Actinoplanes atraurantiacus,2.439581159303266
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Sandaracinus amylolyticus,2.4314370847347337
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Enhygromyxa salina,2.4091035725445655
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Geodermatophilus obscurus,2.4007145249327566
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Agreia bicolorata,2.3995836411119726
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Citricoccus muralis,2.3987335415365956
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Streptomyces avermitilis,2.397739650993029
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Nakamurella multipartita,2.3967434806952554
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Arthrobacter globiformis,2.3763246349872067
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Dermatophilus congolensis,2.359579410654428
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Microlunatus phosphovorus,2.279535937197765
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Bacteriovorax sp. BAL6 X,2.265887589714116
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Mobilicoccus massiliensis,2.241021525138258
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Luteimonas tolerans,2.221417341686773
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Brevibacterium mcbrellneri,2.201779937342707
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Allokutzneria albata,2.182964028124187
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Intrasporangiaceae bacterium URHB0013,2.139228363265639
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Bacillus sp. 7586-K,2.1369021262876626
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Chlamydiales bacterium SCGC AG-110-P3,2.0548476317081024
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Cellulomonas cellasea,2.0376044905768147
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Paenibacillus polysaccharolyticus,2.02855293273093
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Saccharothrix espanaensis,2.02487881791183
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Actinomycetospora chiangmaiensis,1.9892423234528636
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Auraticoccus monumenti,1.9740511191466166
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Isoptericola variabilis,1.9689305572021258
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Silanimonas lenta,1.9391240118610606
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Virgibacillus salinus,1.86994091780095
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Micromonospora avicenniae,1.8607389062415305
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Clostridium combesii,1.8389066840609802
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Brachybacterium alimentarium,1.8295414805853518
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Mycolicibacterium obuense,1.7998880752631998
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Nonomuraea candida,1.7899202233701084
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Rothia mucilaginosa,1.5405705928018705
output//2019-11-15/2019-11-15_butoxy_all_data_calculated_slopes.csv,butoxy,Agrococcus casei,1.5273265060636905
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Actinoplanes atraurantiacus,2.100209858933093
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Agreia bicolorata,1.3342022407180085
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Agrococcus casei,1.5610371102654164
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Allokutzneria albata,1.3327784485970195
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Arenimonas oryziterrae,1.8649901073753583
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Arthrobacter globiformis,2.1413624219434317
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Auraticoccus monumenti,1.6346739926035343
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Bacillus sp. 7586-K,1.6073400330750165
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Bacteriovorax sp. BAL6 X,1.707735283747192
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Brachybacterium alimentarium,1.4495752795757804
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Cellulomonas cellasea,1.6907241911798117
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Chromatocurvus halotolerans,1.9059286104474513
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Dermabacter hominis,2.2144948412284635
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Enhygromyxa salina,1.5055704667973917
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Granulosicoccus antarcticus,2.4859328802019944
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Halobacteriovorax marinus,1.727551050514147
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Intrasporangiaceae bacterium URHB0013,1.9440726600670755
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Kocuria flava,1.5600023513100356
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Kocuria varians,1.5442200325456799
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Kytococcus sedentarius,2.554021207706136
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Luteimonas tolerans,1.9150877396068284
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Micromonospora peucetia,1.4191619091743324
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Mobilicoccus massiliensis,2.4275498389219217
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Mycolicibacterium obuense,1.5966899115404047
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Nakamurella multipartita,1.418407128359148
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Nonomuraea candida,1.2627409653569865
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Okibacterium fritillariae,1.6125526257679155
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Paenibacillus polysaccharolyticus,1.3737722480224734
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Plantibacter sp. VKM Ac-1784,1.710953714545666
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Pseudoxanthomonas,1.9916415187027077
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Psychromonas aquimarina,1.6911980861864815
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Rothia mucilaginosa,1.5334430362427969
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Sandaracinus amylolyticus,1.7058394846273306
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Sediminihabitans luteus,1.659652716036848
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Silanimonas lenta,2.2362056683675156
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Subtercola sp. Z020,1.765230181623206
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Thermomonas haemolytica,2.1308897525600305
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,Xanthomonas translucens,2.0998678591604842
output//2019-11-15/2019-11-15_cyclopentyl_all_data_calculated_slopes.csv,cyclopentyl,XC,1.6055516846975741
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Kytococcus sedentarius,3.001519946043761
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Granulosicoccus antarcticus,2.7654531722626867
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Xanthomonas translucens,2.75929778853387
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Dermabacter hominis,2.6044566198593517
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Mobilicoccus massiliensis,2.550148771673187
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,XC,2.518233735929293
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Thermomonas haemolytica,2.5023066002645846
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Pseudoxanthomonas,2.474221377168008
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Actinoplanes atraurantiacus,2.4463508597575645
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Arthrobacter globiformis,2.3776835376838124
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Luteimonas tolerans,2.3755742598409784
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Intrasporangiaceae bacterium URHB0013,2.353063151270671
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Chromatocurvus halotolerans,2.2953205829409833
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Silanimonas lenta,2.224173976525307
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Micromonospora peucetia,2.084873138027546
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Kocuria flava,2.0648311078242636
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Arenimonas oryziterrae,1.8616560053784992
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Humibacillus sp. DSM 29435,1.7744720407009775
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Halobacteriovorax marinus,1.7353001611471262
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Brachybacterium alimentarium,1.6021389899121339
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Okibacterium fritillariae,1.5763930487776039
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Geodermatophilus obscurus,1.5646122094853854
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Plantibacter sp. VKM Ac-1784,1.4763118542979035
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Cellulomonas cellasea,1.4696985571593981
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Brachybacterium paraconglomeratum,1.4294365237489108
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Bacteriovorax sp. BAL6 X,1.1280123998746499
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Rothia mucilaginosa,0.9366728904205632
output//2019-11-15/2019-11-15_heptanoate_all_data_calculated_slopes.csv,heptanoate,Mycolicibacterium obuense,0.9019137870722158
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Chromatocurvus halotolerans,2.163397393745453
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Thermomonas haemolytica,2.091612005342543
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Arthrobacter globiformis,1.9241378422667648
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Dermabacter hominis,1.8763250123867496
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Mobilicoccus massiliensis,1.8686179818411652
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Actinoplanes atraurantiacus,1.7195959504456217
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Kytococcus sedentarius,1.6977219453566832
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Legionella brunensis,1.6658595005597174
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Kocuria flava,1.6248194928401536
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Okibacterium fritillariae,1.609344218217091
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Sandaracinus amylolyticus,1.5982884620792928
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Kocuria varians,1.5914431849921449
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Cephaloticoccus capnophilus,1.5834403349493664
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Plantibacter sp. VKM Ac-1784,1.5643508653997216
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Luteimonas tolerans,1.4760500919996589
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Agreia bicolorata,1.4551169692786783
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Arenimonas oryziterrae,1.449014297741362
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Leifsonia sp. Leaf325,1.423625441321376
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Auraticoccus monumenti,1.4117109053334498
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Mycolicibacterium obuense,1.3981586923693108
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Xanthomonas translucens,1.341774586219618
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Paenibacillus polysaccharolyticus,1.330903936691016
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Enhygromyxa salina,1.3237409342832802
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Nakamurella multipartita,1.3179931381606287
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Intrasporangiaceae bacterium URHB0013,1.2537760833981253
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Pelobacter propionicus DSM 2379,1.2367032928528703
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Shewanella putrefaciens,1.2273890669569893
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Silanimonas lenta,1.2086367013797688
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Wenzhouxiangella sediminis,1.2078039043191258
output//2019-11-15/2019-11-15_oxadiazole_all_data_calculated_slopes.csv,oxadiazole,Agrococcus casei,1.1299850795081683
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Actinomycetospora chiangmaiensis,1.4377026499702754
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Actinoplanes atraurantiacus,1.7756853517664806
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Arenimonas oryziterrae,1.235285827384939
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Arthrobacter globiformis,1.8826210659858726
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Auraticoccus monumenti,1.3618281851602874
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Brachybacterium alimentarium,1.7577110493285084
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Brachybacterium paraconglomeratum,1.6055027661411552
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Cellulomonas cellasea,1.6404147674228349
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Dermabacter hominis,2.114240222054191
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Granulosicoccus antarcticus,2.308553716127946
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Halobacteriovorax marinus,1.2816797477812925
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Humibacillus sp. DSM 29435,1.4595035555027536
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Isoptericola variabilis,1.4754702090712857
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Kocuria varians,1.9280919710269153
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Kytococcus sedentarius,2.295575176790801
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Leifsonia sp. Leaf325,1.5620829937292486
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Luteimonas tolerans,1.6593497404812814
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Micromonospora peucetia,1.7421632701284824
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Mobilicoccus massiliensis,2.0311972102652325
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Nesterenkonia alba,1.164188043363202
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Okibacterium fritillariae,1.6812358750356615
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Paenibacillus polysaccharolyticus,1.193772631597305
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Plantibacter sp. VKM Ac-1784,1.641264239776873
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Sediminihabitans luteus,1.1834873216533481
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Streptomyces ambofaciens,1.6533363640969574
output//2019-11-22/2019-11-22_7Ph heptanoate_all_data_calculated_slopes.csv,7Ph heptanoate,Subtercola sp. Z020,1.6702480429532147
